Date,Day,Month,Year,Latitude,Longitude,Acres,County,AgencyCode.IncidentNumber,Source,Notes
1/1/05,1,1,2005,19.4169922,-155.8817749,0.1,Hawaii,HI1221,Hawaii Fire Dept,NA
1/1/05,1,1,2005,19.5923328,-155.057663,0.1,Hawaii,HI559,Hawaii Fire Dept,NA
1/1/05,1,1,2005,20.0139618,-155.2833862,0.1,Hawaii,HI706,Hawaii Fire Dept,NA
1/1/05,1,1,2005,20.8888016,-156.4716949,0,Maui,MA693,Maui Fire Dept,NA
1/1/05,1,1,2005,21.5769711,-158.2573242,0.1,Oahu,OA11,Honolulu Fire Dept,NA
1/3/05,3,1,2005,20.7587624,-156.2648163,0,Maui,MA1606,Maui Fire Dept,NA
1/4/05,4,1,2005,20.8702202,-156.4677429,0,Maui,MA1023,Maui Fire Dept,NA
1/4/05,4,1,2005,21.3968143,-158.1586304,0.1,Oahu,OA1933,Honolulu Fire Dept,NA
1/4/05,4,1,2005,21.3133411,-158.0091553,0.1,Oahu,OA4595,Honolulu Fire Dept,NA
1/5/05,5,1,2005,21.3981857,-158.1651764,0.5,Oahu,OA1753,Honolulu Fire Dept,NA
1/6/05,6,1,2005,21.4391937,-158.1750336,0.1,Oahu,OA1422,Honolulu Fire Dept,NA
1/7/05,7,1,2005,21.3785458,-158.1421051,0.1,Oahu,OA2382,Honolulu Fire Dept,NA
1/8/05,8,1,2005,20.0277634,-155.7078247,0.1,Hawaii,HI943,Hawaii Fire Dept,NA
1/9/05,9,1,2005,19.3989563,-154.9243927,0.1,Hawaii,HI446,Hawaii Fire Dept,NA
1/10/05,10,1,2005,21.6119537,-158.0945435,0.1,Oahu,OA2921,Honolulu Fire Dept,NA
1/10/05,10,1,2005,21.343668,-157.9135284,1,Oahu,OA5532,Honolulu Fire Dept,NA
1/11/05,11,1,2005,22.0797138,-159.3279877,0.1,Kauai,KA275,Kauai Fire Dept,NA
1/12/05,12,1,2005,21.3808327,-158.1425476,0.1,Oahu,OA2353,Honolulu Fire Dept,NA
1/12/05,12,1,2005,21.320652,-158.0681305,0.5,Oahu,OA3282,Honolulu Fire Dept,NA
1/12/05,12,1,2005,21.3489361,-157.8531494,0.1,Oahu,OA5951,Honolulu Fire Dept,NA
1/14/05,14,1,2005,19.7245998,-155.0376129,0.1,Hawaii,HI543,Hawaii Fire Dept,NA
1/16/05,16,1,2005,19.6018772,-155.963913,0.3,Hawaii,HI1302,Hawaii Fire Dept,NA
1/16/05,16,1,2005,20.8727703,-156.4755096,0,Maui,MA977,Maui Fire Dept,NA
1/16/05,16,1,2005,21.4193821,-158.1740417,0.1,Oahu,OA1528,Honolulu Fire Dept,NA
1/16/05,16,1,2005,21.4166107,-158.1734161,0.1,Oahu,OA1566,Honolulu Fire Dept,NA
1/16/05,16,1,2005,22.0763226,-159.3278046,0.1,Kauai,KA276,Kauai Fire Dept,NA
1/16/05,16,1,2005,22.1482563,-159.3092041,0.1,Kauai,KA296,Kauai Fire Dept,NA
1/19/05,19,1,2005,19.7197475,-155.0670319,0.1,Hawaii,HI569,Hawaii Fire Dept,NA
1/22/05,22,1,2005,21.3865757,-158.1467896,1,Oahu,OA2267,Honolulu Fire Dept,NA
1/22/05,22,1,2005,21.2783356,-157.7850342,1,Oahu,OA6497,Honolulu Fire Dept,NA
1/25/05,25,1,2005,19.5336971,-155.1343536,0.1,Hawaii,HI667,Hawaii Fire Dept,NA
1/26/05,26,1,2005,21.3872871,-158.1462097,0.3,Oahu,OA2292,Honolulu Fire Dept,NA
1/29/05,29,1,2005,20.8596611,-156.1475983,0,Maui,MA1117,Maui Fire Dept,NA
1/30/05,30,1,2005,21.9932537,-159.7514954,0.1,Kauai,KA314,Kauai Fire Dept,NA
2/1/05,1,2,2005,19.0472202,-155.6204987,0.1,Hawaii,HI863,Hawaii Fire Dept,NA
2/5/05,5,2,2005,20.7041683,-156.4362793,0,Maui,MA1802,Maui Fire Dept,NA
2/7/05,7,2,2005,20.9082565,-156.305542,0,Maui,MA424,Maui Fire Dept,NA
2/8/05,8,2,2005,21.355154,-158.0271912,0.1,Oahu,OA4065,Honolulu Fire Dept,NA
2/9/05,9,2,2005,21.4889336,-158.2292633,0.1,Oahu,OA120,Honolulu Fire Dept,NA
2/9/05,9,2,2005,21.4193821,-158.1740417,0.1,Oahu,OA1529,Honolulu Fire Dept,NA
2/11/05,11,2,2005,21.3416843,-158.1069183,1,Oahu,OA2810,Honolulu Fire Dept,NA
2/15/05,15,2,2005,19.6017418,-155.9652557,0.1,Hawaii,HI1303,Hawaii Fire Dept,NA
2/16/05,16,2,2005,20.8896103,-156.4626923,0,Maui,MA682,Maui Fire Dept,NA
2/16/05,16,2,2005,21.4239941,-158.177948,0.1,Oahu,OA1245,Honolulu Fire Dept,NA
2/16/05,16,2,2005,21.3884544,-158.131012,0.1,Oahu,OA2492,Honolulu Fire Dept,NA
2/16/05,16,2,2005,21.3915653,-157.7640839,0.1,Oahu,OA6547,Honolulu Fire Dept,NA
2/17/05,17,2,2005,21.3281364,-158.0199585,0.1,Oahu,OA4300,Honolulu Fire Dept,NA
2/18/05,18,2,2005,20.8851509,-156.6710663,0,Maui,MA760,Maui Fire Dept,NA
2/19/05,19,2,2005,20.1008301,-155.7897339,0.1,Hawaii,HI1054,Hawaii Fire Dept,NA
2/19/05,19,2,2005,19.6878586,-156.0139465,0.2,Hawaii,HI1421,Hawaii Fire Dept,NA
2/19/05,19,2,2005,21.3871479,-158.1513977,0.1,Oahu,OA2114,Honolulu Fire Dept,NA
2/20/05,20,2,2005,19.7032528,-155.0598297,0.1,Hawaii,HI561,Hawaii Fire Dept,NA
2/20/05,20,2,2005,20.8767338,-156.4640198,0,Maui,MA910,Maui Fire Dept,NA
2/21/05,21,2,2005,19.9771194,-155.2356415,1,Hawaii,HI693,Hawaii Fire Dept,NA
2/21/05,21,2,2005,20.7408276,-156.3175049,0,Maui,MA1692,Maui Fire Dept,NA
2/22/05,22,2,2005,19.6670055,-155.9999237,0.1,Hawaii,HI1393,Hawaii Fire Dept,NA
2/22/05,22,2,2005,20.8660679,-156.3161011,0,Maui,MA1094,Maui Fire Dept,NA
2/22/05,22,2,2005,21.4889336,-158.2292633,0.1,Oahu,OA121,Honolulu Fire Dept,NA
2/22/05,22,2,2005,21.5620289,-158.1130524,0.1,Oahu,OA2754,Honolulu Fire Dept,NA
2/23/05,23,2,2005,NA,NA,0,Hawaii,HI299,National Park Service,NA
2/23/05,23,2,2005,19.411684,-154.9294739,1,Hawaii,HI450,Hawaii Fire Dept,NA
2/23/05,23,2,2005,19.4648609,-155.2496338,0.1,Hawaii,HI699,Hawaii Fire Dept,NA
2/23/05,23,2,2005,20.9273643,-156.3288269,0,Maui,MA277,Maui Fire Dept,NA
2/23/05,23,2,2005,21.579771,-158.1552734,0.1,Oahu,OA2018,Honolulu Fire Dept,NA
2/23/05,23,2,2005,21.3741665,-158.0358276,0.1,Oahu,OA3693,Honolulu Fire Dept,NA
2/24/05,24,2,2005,20.0725441,-155.7668152,0.5,Hawaii,HI1002,Hawaii Fire Dept,NA
2/24/05,24,2,2005,19.6497688,-155.9982147,0.1,Hawaii,HI1388,Hawaii Fire Dept,NA
2/24/05,24,2,2005,20.9213448,-156.4979706,0,Maui,MA321,Maui Fire Dept,NA
2/24/05,24,2,2005,21.4304562,-158.1747437,0.1,Oahu,OA1448,Honolulu Fire Dept,NA
2/24/05,24,2,2005,21.3839417,-157.7500763,0.1,Oahu,OA6599,Honolulu Fire Dept,NA
2/24/05,24,2,2005,21.3957577,-157.7257233,0.1,Oahu,OA6688,Honolulu Fire Dept,NA
2/25/05,25,2,2005,21.4564362,-158.1950836,0.1,Oahu,OA709,Honolulu Fire Dept,NA
2/27/05,27,2,2005,19.6507587,-156.0016174,0.2,Hawaii,HI1401,Hawaii Fire Dept,NA
2/27/05,27,2,2005,21.4359341,-158.1778564,0.2,Oahu,OA1252,Honolulu Fire Dept,NA
2/28/05,28,2,2005,20.0094604,-155.8137512,7,Hawaii,HI1106,Hawaii Fire Dept,NA
2/28/05,28,2,2005,20.0219002,-155.8164063,0,Hawaii,HI300,National Park Service,NA
2/28/05,28,2,2005,20.7591877,-156.4515381,0,Maui,MA1601,Maui Fire Dept,NA
3/1/05,1,3,2005,20.8880997,-156.6806183,0.1,Maui,MA712,Maui Fire Dept,NA
3/1/05,1,3,2005,21.3866673,-158.0266724,0.1,Oahu,OA4088,Honolulu Fire Dept,NA
3/1/05,1,3,2005,21.4613342,-158.2106934,0.1,Oahu,OA465,Honolulu Fire Dept,NA
3/2/05,2,3,2005,19.9741325,-155.8256989,3.5,Hawaii,HI1136,Hawaii Fire Dept,NA
3/2/05,2,3,2005,20.1075611,-155.8756409,10,Hawaii,HI1205,Hawaii Fire Dept,NA
3/2/05,2,3,2005,20.9168148,-156.2722168,1,Maui,MA353,Maui Fire Dept,NA
3/2/05,2,3,2005,20.9127693,-156.2682495,0,Maui,MA385,Maui Fire Dept,NA
3/2/05,2,3,2005,21.3878746,-158.1521759,0.1,Oahu,OA2056,Honolulu Fire Dept,NA
3/2/05,2,3,2005,21.3866348,-158.1470795,0.1,Oahu,OA2253,Honolulu Fire Dept,NA
3/2/05,2,3,2005,21.3895493,-158.1348724,0.1,Oahu,OA2459,Honolulu Fire Dept,NA
3/3/05,3,3,2005,19.7058392,-155.0725403,0.1,Hawaii,HI577,Hawaii Fire Dept,NA
3/4/05,4,3,2005,19.2747002,-155.4519043,0,Hawaii,HI301,National Park Service,NA
3/4/05,4,3,2005,19.2861748,-155.457489,10,Hawaii,HI744,Hawaii Fire Dept,NA
3/4/05,4,3,2005,21.4613342,-158.2107086,0.1,Oahu,OA464,Honolulu Fire Dept,NA
3/5/05,5,3,2005,19.7340889,-155.0114288,0.1,Hawaii,HI515,Hawaii Fire Dept,NA
3/5/05,5,3,2005,19.5390549,-155.1413727,0.1,Hawaii,HI672,Hawaii Fire Dept,NA
3/5/05,5,3,2005,20.9106808,-156.5140686,0,Maui,MA399,Maui Fire Dept,NA
3/5/05,5,3,2005,21.4262733,-158.1756744,0.2,Oahu,OA1351,Honolulu Fire Dept,NA
3/5/05,5,3,2005,21.3922672,-157.9642181,0.1,Oahu,OA5134,Honolulu Fire Dept,NA
3/6/05,6,3,2005,21.4039059,-158.1765442,0.1,Oahu,OA1318,Honolulu Fire Dept,NA
3/6/05,6,3,2005,21.4015636,-158.1754456,4,Oahu,OA1378,Honolulu Fire Dept,NA
3/6/05,6,3,2005,21.3992386,-158.1709442,0.1,Oahu,OA1630,Honolulu Fire Dept,NA
3/8/05,8,3,2005,19.6669464,-155.9851227,0.5,Hawaii,HI1334,Hawaii Fire Dept,NA
3/8/05,8,3,2005,21.3250771,-158.0681305,0.1,Oahu,OA3285,Honolulu Fire Dept,NA
3/11/05,11,3,2005,21.308672,-157.7823944,0.1,Oahu,OA6503,Honolulu Fire Dept,NA
3/12/05,12,3,2005,19.7109203,-155.0676422,0.1,Hawaii,HI570,Hawaii Fire Dept,NA
3/14/05,14,3,2005,19.9808445,-155.82547,1,Hawaii,HI1134,Hawaii Fire Dept,NA
3/14/05,14,3,2005,19.6236839,-155.0407104,0.1,Hawaii,HI548,Hawaii Fire Dept,NA
3/14/05,14,3,2005,21.4889336,-158.2292633,0.2,Oahu,OA122,Honolulu Fire Dept,NA
3/14/05,14,3,2005,21.5280418,-158.2277222,0.1,Oahu,OA179,Honolulu Fire Dept,NA
3/14/05,14,3,2005,21.3857899,-158.1499329,0.1,Oahu,OA2184,Honolulu Fire Dept,NA
3/14/05,14,3,2005,21.3022366,-158.0847778,0.1,Oahu,OA3049,Honolulu Fire Dept,NA
3/14/05,14,3,2005,21.333889,-158.0818939,0.1,Oahu,OA3085,Honolulu Fire Dept,NA
3/15/05,15,3,2005,19.2935944,-155.4714813,100,Hawaii,HI766,Hawaii Fire Dept,NA
3/15/05,15,3,2005,20.0698891,-155.4812317,1,Hawaii,HI795,Hawaii Fire Dept,NA
3/15/05,15,3,2005,20.0581341,-155.4994354,0.1,Hawaii,HI814,Hawaii Fire Dept,NA
3/17/05,17,3,2005,21.3967438,-158.1631927,0.1,Oahu,OA1809,Honolulu Fire Dept,NA
3/17/05,17,3,2005,21.3832378,-158.1411438,1,Oahu,OA2392,Honolulu Fire Dept,NA
3/17/05,17,3,2005,21.4480553,-158.1894379,0.1,Oahu,OA859,Honolulu Fire Dept,NA
3/18/05,18,3,2005,21.4693279,-158.212326,1,Oahu,OA417,Honolulu Fire Dept,NA
3/18/05,18,3,2005,21.384922,-157.9936371,0.1,Oahu,OA4911,Honolulu Fire Dept,NA
3/18/05,18,3,2005,21.4814587,-158.2044983,1,Oahu,OA527,Honolulu Fire Dept,NA
3/18/05,18,3,2005,22.1752453,-159.3621521,0.5,Kauai,KA10,Kauai Fire Dept,NA
3/18/05,18,3,2005,22.095459,-159.361496,0.5,Kauai,KA204,Kauai Fire Dept,NA
3/19/05,19,3,2005,20.8374805,-156.336441,0,Maui,MA1245,Maui Fire Dept,NA
3/19/05,19,3,2005,20.8295956,-156.3455811,0,Maui,MA1295,Maui Fire Dept,NA
3/19/05,19,3,2005,21.9629326,-159.6591034,0.1,Kauai,KA56,Kauai Fire Dept,NA
3/20/05,20,3,2005,21.2788887,-157.7916718,4,Oahu,OA6465,Honolulu Fire Dept,NA
3/21/05,21,3,2005,19.6433811,-155.9927368,0.1,Hawaii,HI1371,Hawaii Fire Dept,NA
3/22/05,22,3,2005,19.6238232,-155.9856567,0.1,Hawaii,HI1336,Hawaii Fire Dept,NA
3/22/05,22,3,2005,21.3871479,-158.1513977,0.5,Oahu,OA2115,Honolulu Fire Dept,NA
3/23/05,23,3,2005,20.9100151,-156.4889374,0,Maui,MA406,Maui Fire Dept,NA
3/23/05,23,3,2005,21.4501019,-158.1827393,0.2,Oahu,OA1141,Honolulu Fire Dept,NA
3/23/05,23,3,2005,21.4511738,-158.0285034,0.2,Oahu,OA3981,Honolulu Fire Dept,NA
3/23/05,23,3,2005,21.5135479,-158.0223389,0.5,Oahu,OA4258,Honolulu Fire Dept,NA
3/23/05,23,3,2005,21.5088654,-158.0093384,1,Oahu,OA4581,Honolulu Fire Dept,NA
3/23/05,23,3,2005,21.4634418,-157.8556519,0.1,Oahu,OA5918,Honolulu Fire Dept,NA
3/23/05,23,3,2005,21.2902775,-157.8166656,1,Oahu,OA6313,Honolulu Fire Dept,NA
3/23/05,23,3,2005,21.9527855,-159.664093,0.1,Kauai,KA48,Kauai Fire Dept,NA
3/23/05,23,3,2005,21.9745331,-159.3760529,1,Kauai,KA8,Kauai Fire Dept,NA
3/26/05,26,3,2005,18.9530392,-155.6586914,6,Hawaii,HI896,Hawaii Fire Dept,NA
3/26/05,26,3,2005,21.9194889,-159.4931793,0.1,Kauai,KA119,Kauai Fire Dept,NA
3/26/05,26,3,2005,22.04702,-159.3355255,1,Kauai,KA230,Kauai Fire Dept,NA
3/27/05,27,3,2005,21.4304562,-158.1747437,0.1,Oahu,OA1449,Honolulu Fire Dept,NA
3/27/05,27,3,2005,21.3871479,-158.1513977,1,Oahu,OA2116,Honolulu Fire Dept,NA
3/27/05,27,3,2005,21.3700123,-157.9347992,0.1,Oahu,OA5371,Honolulu Fire Dept,NA
3/27/05,27,3,2005,21.9656353,-159.7060394,0.1,Kauai,KA35,Kauai Fire Dept,NA
3/29/05,29,3,2005,21.4345169,-158.1844635,0.1,Oahu,OA1085,Honolulu Fire Dept,NA
3/29/05,29,3,2005,21.4288807,-158.1798096,0.1,Oahu,OA1209,Honolulu Fire Dept,NA
3/29/05,29,3,2005,21.3860989,-158.1498566,0.5,Oahu,OA2188,Honolulu Fire Dept,NA
3/29/05,29,3,2005,21.3894978,-157.9945679,0.1,Oahu,OA4857,Honolulu Fire Dept,NA
3/29/05,29,3,2005,21.9696198,-159.722702,0.1,Kauai,KA25,Kauai Fire Dept,NA
3/30/05,30,3,2005,21.4494858,-158.1905975,0.1,Oahu,OA801,Honolulu Fire Dept,NA
3/30/05,30,3,2005,21.4423103,-158.188385,0.1,Oahu,OA903,Honolulu Fire Dept,NA
3/31/05,31,3,2005,21.4262733,-158.1756744,0.1,Oahu,OA1352,Honolulu Fire Dept,NA
3/31/05,31,3,2005,21.382967,-158.0148163,0.1,Oahu,OA4446,Honolulu Fire Dept,NA
3/31/05,31,3,2005,21.3063431,-157.8768311,0.2,Oahu,OA5698,Honolulu Fire Dept,NA
4/1/05,1,4,2005,21.4039059,-158.1765442,1,Oahu,OA1319,Honolulu Fire Dept,NA
4/1/05,1,4,2005,21.4580441,-158.2023773,0.1,Oahu,OA565,Honolulu Fire Dept,NA
4/2/05,2,4,2005,21.4622726,-158.2062836,0.1,Oahu,OA514,Honolulu Fire Dept,NA
4/3/05,3,4,2005,21.406456,-158.0305176,0.1,Oahu,OA3900,Honolulu Fire Dept,NA
4/4/05,4,4,2005,19.840353,-155.9244995,0.1,Hawaii,HI1273,Hawaii Fire Dept,NA
4/4/05,4,4,2005,21.4516678,-158.1780548,0.1,Oahu,OA1239,Honolulu Fire Dept,NA
4/5/05,5,4,2005,21.4304562,-158.1747437,0.1,Oahu,OA1450,Honolulu Fire Dept,NA
4/5/05,5,4,2005,21.2557526,-157.805954,0.1,Oahu,OA6381,Honolulu Fire Dept,NA
4/5/05,5,4,2005,21.4510212,-158.188446,0.3,Oahu,OA895,Honolulu Fire Dept,NA
4/6/05,6,4,2005,20.8856869,-156.6685944,0,Maui,MA750,Maui Fire Dept,NA
4/6/05,6,4,2005,21.389452,-158.1282501,0.1,Oahu,OA2604,Honolulu Fire Dept,NA
4/6/05,6,4,2005,21.5541782,-157.8704376,0.1,Oahu,OA5760,Honolulu Fire Dept,NA
4/7/05,7,4,2005,21.2906723,-157.8160553,0.1,Oahu,OA6320,Honolulu Fire Dept,NA
4/8/05,8,4,2005,21.3068199,-158.0276794,0.1,Oahu,OA4016,Honolulu Fire Dept,NA
4/8/05,8,4,2005,21.3382568,-158.0209198,0.5,Oahu,OA4283,Honolulu Fire Dept,NA
4/9/05,9,4,2005,19.1319885,-155.5086365,0.1,Hawaii,HI819,Hawaii Fire Dept,NA
4/9/05,9,4,2005,19.0410671,-155.6399231,2,Hawaii,HI884,Hawaii Fire Dept,NA
4/9/05,9,4,2005,21.4121208,-158.1580353,1.5,Oahu,OA1950,Honolulu Fire Dept,NA
4/10/05,10,4,2005,21.6217117,-158.0815887,0.1,Oahu,OA3090,Honolulu Fire Dept,NA
4/10/05,10,4,2005,21.3469372,-157.7157135,0.2,Oahu,OA6729,Honolulu Fire Dept,NA
4/11/05,11,4,2005,19.6601219,-155.9813538,0.1,Hawaii,HI1318,Hawaii Fire Dept,NA
4/11/05,11,4,2005,21.4175606,-158.1706696,0.2,Oahu,OA1638,Honolulu Fire Dept,NA
4/11/05,11,4,2005,21.4358788,-158.1631012,0.1,Oahu,OA1826,Honolulu Fire Dept,NA
4/11/05,11,4,2005,21.3862915,-158.1504822,0.1,Oahu,OA2166,Honolulu Fire Dept,NA
4/11/05,11,4,2005,21.3099079,-157.8544312,0.1,Oahu,OA5924,Honolulu Fire Dept,NA
4/11/05,11,4,2005,21.4527798,-158.189209,3,Oahu,OA867,Honolulu Fire Dept,NA
4/11/05,11,4,2005,21.90275,-159.5247498,0.2,Kauai,KA102,Kauai Fire Dept,NA
4/12/05,12,4,2005,20.1180439,-155.7845306,0.1,Hawaii,HI1036,Hawaii Fire Dept,NA
4/12/05,12,4,2005,19.5909691,-155.9573822,0.2,Hawaii,HI1294,Hawaii Fire Dept,NA
4/12/05,12,4,2005,20.8864403,-156.6782837,0,Maui,MA741,Maui Fire Dept,NA
4/12/05,12,4,2005,21.3294487,-158.0717163,0.2,Oahu,OA3239,Honolulu Fire Dept,NA
4/12/05,12,4,2005,21.3498859,-158.0252533,0.4,Oahu,OA4158,Honolulu Fire Dept,NA
4/12/05,12,4,2005,21.3197212,-158.0084686,0.5,Oahu,OA4612,Honolulu Fire Dept,NA
4/13/05,13,4,2005,21.4175606,-158.1706696,0.1,Oahu,OA1639,Honolulu Fire Dept,NA
4/13/05,13,4,2005,21.3873539,-158.1392975,0.1,Oahu,OA2413,Honolulu Fire Dept,NA
4/13/05,13,4,2005,21.3877144,-158.1299133,0.1,Oahu,OA2571,Honolulu Fire Dept,NA
4/13/05,13,4,2005,21.4634571,-158.2125244,0.1,Oahu,OA394,Honolulu Fire Dept,NA
4/16/05,16,4,2005,20.8663483,-156.6603546,0,Maui,MA1092,Maui Fire Dept,NA
4/16/05,16,4,2005,21.4059334,-158.1648254,1,Oahu,OA1756,Honolulu Fire Dept,NA
4/16/05,16,4,2005,21.3641663,-158.0852509,0.1,Oahu,OA3037,Honolulu Fire Dept,NA
4/17/05,17,4,2005,19.2073631,-155.4761353,0.1,Hawaii,HI771,Hawaii Fire Dept,NA
4/17/05,17,4,2005,21.4163246,-158.175415,1,Oahu,OA1382,Honolulu Fire Dept,NA
4/17/05,17,4,2005,21.4165363,-158.173584,0.1,Oahu,OA1553,Honolulu Fire Dept,NA
4/17/05,17,4,2005,21.3741665,-158.0358276,0.1,Oahu,OA3694,Honolulu Fire Dept,NA
4/17/05,17,4,2005,21.4693279,-158.212326,0.3,Oahu,OA418,Honolulu Fire Dept,NA
4/17/05,17,4,2005,21.4582195,-158.017334,0.2,Oahu,OA4378,Honolulu Fire Dept,NA
4/17/05,17,4,2005,21.4625626,-158.2119141,0.1,Oahu,OA451,Honolulu Fire Dept,NA
4/17/05,17,4,2005,21.3907337,-157.7411804,0.1,Oahu,OA6639,Honolulu Fire Dept,NA
4/18/05,18,4,2005,21.3877144,-158.1299133,0.1,Oahu,OA2572,Honolulu Fire Dept,NA
4/18/05,18,4,2005,21.3246727,-158.0846405,0.1,Oahu,OA3052,Honolulu Fire Dept,NA
4/18/05,18,4,2005,21.3413792,-157.7161102,0.1,Oahu,OA6723,Honolulu Fire Dept,NA
4/18/05,18,4,2005,21.4492378,-158.1903381,0.1,Oahu,OA824,Honolulu Fire Dept,NA
4/18/05,18,4,2005,22.1466827,-159.2963715,1,Kauai,KA313,Kauai Fire Dept,NA
4/19/05,19,4,2005,21.3844967,-158.1485443,1,Oahu,OA2225,Honolulu Fire Dept,NA
4/19/05,19,4,2005,21.3477421,-158.126709,0.1,Oahu,OA2622,Honolulu Fire Dept,NA
4/19/05,19,4,2005,22.076683,-159.3282928,0.1,Kauai,KA14,Kauai Fire Dept,NA
4/20/05,20,4,2005,20.9058914,-156.2806244,0,Maui,MA450,Maui Fire Dept,NA
4/20/05,20,4,2005,21.3909092,-158.1322784,0.1,Oahu,OA2482,Honolulu Fire Dept,NA
4/20/05,20,4,2005,21.3873138,-158.1302643,0.1,Oahu,OA2523,Honolulu Fire Dept,NA
4/20/05,20,4,2005,21.3617077,-158.086853,2.5,Oahu,OA3004,Honolulu Fire Dept,NA
4/20/05,20,4,2005,21.4604874,-158.2073669,0.1,Oahu,OA487,Honolulu Fire Dept,NA
4/20/05,20,4,2005,21.3333187,-157.8917999,0.1,Oahu,OA5613,Honolulu Fire Dept,NA
4/20/05,20,4,2005,21.2907181,-157.816864,0.1,Oahu,OA6311,Honolulu Fire Dept,NA
4/21/05,21,4,2005,21.4474907,-158.1570587,3,Oahu,OA1985,Honolulu Fire Dept,NA
4/21/05,21,4,2005,21.3877144,-158.1299133,0.1,Oahu,OA2573,Honolulu Fire Dept,NA
4/21/05,21,4,2005,21.3133411,-158.0091553,0.5,Oahu,OA4596,Honolulu Fire Dept,NA
4/21/05,21,4,2005,21.3976002,-157.9916382,0.1,Oahu,OA4941,Honolulu Fire Dept,NA
4/22/05,22,4,2005,19.9808445,-155.8269043,4,Hawaii,HI1144,Hawaii Fire Dept,NA
4/22/05,22,4,2005,20.7247105,-156.4409637,1,Maui,MA1748,Maui Fire Dept,NA
4/22/05,22,4,2005,20.8730335,-156.6721191,0,Maui,MA969,Maui Fire Dept,NA
4/22/05,22,4,2005,21.4889336,-158.2292633,0.2,Oahu,OA123,Honolulu Fire Dept,NA
4/22/05,22,4,2005,21.4204388,-158.1748199,0.5,Oahu,OA1437,Honolulu Fire Dept,NA
4/22/05,22,4,2005,21.4193821,-158.1740417,0.1,Oahu,OA1530,Honolulu Fire Dept,NA
4/22/05,22,4,2005,21.3887177,-158.1356964,0.1,Oahu,OA2455,Honolulu Fire Dept,NA
4/22/05,22,4,2005,21.5615788,-158.120636,2,Oahu,OA2692,Honolulu Fire Dept,NA
4/22/05,22,4,2005,21.3480206,-157.7230377,0.1,Oahu,OA6702,Honolulu Fire Dept,NA
4/22/05,22,4,2005,22.044302,-159.3621826,0.1,Kauai,KA9,Kauai Fire Dept,NA
4/23/05,23,4,2005,20.772049,-156.4500275,2,Maui,MA1553,Maui Fire Dept,NA
4/23/05,23,4,2005,21.3281975,-157.8872528,0.2,Oahu,OA5638,Honolulu Fire Dept,NA
4/23/05,23,4,2005,21.4738178,-158.1977234,20,Oahu,OA666,Honolulu Fire Dept,NA
4/24/05,24,4,2005,19.9228611,-155.8887787,0.1,Hawaii,HI1232,Hawaii Fire Dept,NA
4/24/05,24,4,2005,20.8789253,-156.6813965,0,Maui,MA869,Maui Fire Dept,NA
4/24/05,24,4,2005,20.8747196,-156.3155212,0,Maui,MA943,Maui Fire Dept,NA
4/24/05,24,4,2005,21.4889336,-158.2292633,0.1,Oahu,OA124,Honolulu Fire Dept,NA
4/24/05,24,4,2005,21.4304562,-158.1747437,0.5,Oahu,OA1451,Honolulu Fire Dept,NA
4/24/05,24,4,2005,21.3799057,-158.1435852,0.1,Oahu,OA2335,Honolulu Fire Dept,NA
4/24/05,24,4,2005,21.4039593,-158.0122833,1,Oahu,OA4524,Honolulu Fire Dept,NA
4/24/05,24,4,2005,21.3747215,-157.9910278,0.5,Oahu,OA4957,Honolulu Fire Dept,NA
4/25/05,25,4,2005,19.7339478,-155.0339813,0.1,Hawaii,HI537,Hawaii Fire Dept,NA
4/25/05,25,4,2005,20.8874264,-156.6700592,0,Maui,MA727,Maui Fire Dept,NA
4/25/05,25,4,2005,21.4602623,-158.1603088,0.5,Oahu,OA1869,Honolulu Fire Dept,NA
4/25/05,25,4,2005,21.4603729,-158.2071228,0.1,Oahu,OA492,Honolulu Fire Dept,NA
4/26/05,26,4,2005,19.5913334,-154.9329224,0.3,Hawaii,HI453,Hawaii Fire Dept,NA
4/26/05,26,4,2005,21.3967438,-158.1631927,0.3,Oahu,OA1810,Honolulu Fire Dept,NA
4/26/05,26,4,2005,21.3867645,-158.1436462,4,Oahu,OA2321,Honolulu Fire Dept,NA
4/26/05,26,4,2005,21.3295841,-158.0714417,1,Oahu,OA3253,Honolulu Fire Dept,NA
4/26/05,26,4,2005,21.4127407,-157.7524719,0.2,Oahu,OA6590,Honolulu Fire Dept,NA
4/26/05,26,4,2005,21.4510212,-158.188446,50,Oahu,OA896,Honolulu Fire Dept,NA
4/26/05,26,4,2005,22.1071396,-159.6765594,0.2,Kauai,XX111,Hawaii Div. of Forestry & Wildlife,NA
4/27/05,27,4,2005,21.3588924,-158.1308594,0.1,Oahu,OA2496,Honolulu Fire Dept,NA
4/27/05,27,4,2005,21.3877144,-158.1299133,0.1,Oahu,OA2574,Honolulu Fire Dept,NA
4/28/05,28,4,2005,21.3876991,-158.1519928,0.1,Oahu,OA2069,Honolulu Fire Dept,NA
4/28/05,28,4,2005,21.4568272,-158.2006836,0.1,Oahu,OA582,Honolulu Fire Dept,NA
4/29/05,29,4,2005,19.3652992,-155.2292023,0.2,Hawaii,HI302,National Park Service,NA
4/29/05,29,4,2005,21.4889336,-158.2292633,0.1,Oahu,OA125,Honolulu Fire Dept,NA
4/29/05,29,4,2005,21.3876991,-158.1519928,3,Oahu,OA2070,Honolulu Fire Dept,NA
