Date,Day,Month,Year,Latitude,Longitude,Acres,County,AgencyCode.IncidentNumber,Source,Notes
9/4/05,4,9,2005,21.1565437,-157.0890808,3,Maui,MA33,Maui Fire Dept,NA
9/4/05,4,9,2005,20.8751965,-156.4550629,0,Maui,MA930,Maui Fire Dept,NA
9/4/05,4,9,2005,21.3555565,-158.1291656,0.1,Oahu,OA2599,Honolulu Fire Dept,NA
9/4/05,4,9,2005,21.889761,-159.4508972,0.1,Kauai,KA142,Kauai Fire Dept,NA
9/5/05,5,9,2005,21.3281384,-158.0199585,1.5,Oahu,OA4301,Honolulu Fire Dept,NA
9/6/05,6,9,2005,19.1958008,-155.4801788,1,Hawaii,HI793,Hawaii Fire Dept,NA
9/6/05,6,9,2005,21.5541782,-157.8704376,0.1,Oahu,OA5761,Honolulu Fire Dept,NA
9/7/05,7,9,2005,20.7773552,-156.3312683,0,Maui,MA1530,Maui Fire Dept,NA
9/7/05,7,9,2005,21.4174633,-158.1709595,0.5,Oahu,OA1628,Honolulu Fire Dept,NA
9/7/05,7,9,2005,21.4630871,-158.1642914,0.1,Oahu,OA1764,Honolulu Fire Dept,NA
9/7/05,7,9,2005,21.3880272,-158.1360931,0.5,Oahu,OA2444,Honolulu Fire Dept,NA
9/7/05,7,9,2005,21.5812778,-158.1322632,2,Oahu,OA2484,Honolulu Fire Dept,NA
9/7/05,7,9,2005,21.4679852,-158.2099762,3,Oahu,OA468,Honolulu Fire Dept,NA
9/7/05,7,9,2005,21.2675781,-157.8000183,6,Oahu,OA6410,Honolulu Fire Dept,NA
9/7/05,7,9,2005,21.9173031,-159.5202332,1,Kauai,KA106,Kauai Fire Dept,NA
9/7/05,7,9,2005,21.9519787,-159.6631775,1,Kauai,KA50,Kauai Fire Dept,NA
9/8/05,8,9,2005,20.8540955,-156.5009766,5,Maui,MA1149,Maui Fire Dept,NA
9/8/05,8,9,2005,20.9449558,-156.3216705,4,Maui,MA193,Maui Fire Dept,NA
9/8/05,8,9,2005,21.3981934,-158.1614075,0.5,Oahu,OA1849,Honolulu Fire Dept,NA
9/8/05,8,9,2005,21.255949,-157.8091888,4,Oahu,OA6356,Honolulu Fire Dept,NA
9/8/05,8,9,2005,21.9936028,-159.3494568,0.1,Kauai,KA232,Kauai Fire Dept,NA
9/9/05,9,9,2005,19.1911526,-155.4858704,1,Hawaii,HI801,Hawaii Fire Dept,NA
9/9/05,9,9,2005,19.2164249,-155.4926758,1,Hawaii,HI809,Hawaii Fire Dept,NA
9/9/05,9,9,2005,20.8332577,-156.4672241,0,Maui,MA1265,Maui Fire Dept,NA
9/9/05,9,9,2005,21.255949,-157.8091888,0.1,Oahu,OA6357,Honolulu Fire Dept,NA
9/12/05,12,9,2005,19.9029083,-155.6757507,0.2,Hawaii,HI906,Hawaii Fire Dept,NA
9/12/05,12,9,2005,20.2292919,-155.7494507,0.1,Hawaii,HI978,Hawaii Fire Dept,NA
9/12/05,12,9,2005,21.5619431,-158.1130524,40,Oahu,OA2740,Honolulu Fire Dept,NA
9/12/05,12,9,2005,21.3811893,-157.9412689,0.1,Oahu,OA5310,Honolulu Fire Dept,NA
9/13/05,13,9,2005,21.3875847,-158.1363525,0.1,Oahu,OA2438,Honolulu Fire Dept,NA
9/14/05,14,9,2005,21.3883724,-158.1358948,0.1,Oahu,OA2451,Honolulu Fire Dept,NA
9/14/05,14,9,2005,21.5986271,-158.1027374,0.2,Oahu,OA2875,Honolulu Fire Dept,NA
9/14/05,14,9,2005,21.5122814,-158.0403137,0.5,Oahu,OA3609,Honolulu Fire Dept,NA
9/15/05,15,9,2005,21.0669365,-156.9559479,0,Maui,MA110,Maui Fire Dept,NA
9/15/05,15,9,2005,21.4379063,-158.0592804,0.1,Oahu,OA3399,Honolulu Fire Dept,NA
9/15/05,15,9,2005,22.0529594,-159.6607056,0.1,Kauai,XX116,Hawaii Div. of Forestry & Wildlife,NA
9/16/05,16,9,2005,19.9108829,-155.8925629,0.1,Hawaii,HI1237,Hawaii Fire Dept,NA
9/16/05,16,9,2005,20.8899536,-156.6747437,0,Maui,MA674,Maui Fire Dept,NA
9/16/05,16,9,2005,21.4542751,-158.1643524,0.2,Oahu,OA1763,Honolulu Fire Dept,NA
9/16/05,16,9,2005,21.4876995,-158.159317,0.1,Oahu,OA1920,Hawaii Div. of Forestry & Wildlife,NA
9/16/05,16,9,2005,21.4828682,-158.201889,0.2,Oahu,OA571,Honolulu Fire Dept,NA
9/17/05,17,9,2005,20.0250664,-155.7275391,0.1,Hawaii,HI957,Hawaii Fire Dept,NA
9/17/05,17,9,2005,21.3799057,-158.1435852,2,Oahu,OA2338,Honolulu Fire Dept,NA
9/17/05,17,9,2005,21.5619431,-158.1130524,0.1,Oahu,OA2741,Honolulu Fire Dept,NA
9/17/05,17,9,2005,21.3603573,-158.0289154,0.5,Oahu,OA3961,Honolulu Fire Dept,NA
9/17/05,17,9,2005,21.5008125,-158.0226898,0.1,Oahu,OA4239,Honolulu Fire Dept,NA
9/17/05,17,9,2005,21.3858891,-158.0068359,0.5,Oahu,OA4671,Honolulu Fire Dept,NA
9/18/05,18,9,2005,21.3799057,-158.1435852,0.1,Oahu,OA2339,Honolulu Fire Dept,NA
9/18/05,18,9,2005,21.5781956,-158.2267914,0.2,Oahu,OA239,Honolulu Fire Dept,NA
9/19/05,19,9,2005,20.8693466,-156.4794464,0,Maui,MA1059,Maui Fire Dept,NA
9/19/05,19,9,2005,20.8485336,-156.295578,0,Maui,MA1192,Maui Fire Dept,NA
9/19/05,19,9,2005,20.8790436,-156.6715546,0,Maui,MA866,Maui Fire Dept,NA
9/19/05,19,9,2005,21.4352551,-158.1677094,0.1,Oahu,OA1698,Honolulu Fire Dept,NA
9/19/05,19,9,2005,21.4886532,-158.0392761,0.1,Oahu,OA3625,Honolulu Fire Dept,NA
9/19/05,19,9,2005,21.4602432,-158.2068481,0.1,Oahu,OA496,Honolulu Fire Dept,NA
9/20/05,20,9,2005,21.3511105,-157.932785,0.1,Oahu,OA5405,Honolulu Fire Dept,NA
9/21/05,21,9,2005,21.3944283,-158.159317,0.1,Oahu,OA1919,Honolulu Fire Dept,NA
9/21/05,21,9,2005,21.3416271,-158.0251617,1,Oahu,OA4169,Honolulu Fire Dept,NA
9/21/05,21,9,2005,21.3092842,-158.0164337,0.1,Oahu,OA4406,Honolulu Fire Dept,NA
9/21/05,21,9,2005,21.2859707,-157.8274231,0.1,Oahu,OA6218,Honolulu Fire Dept,NA
9/22/05,22,9,2005,19.5709667,-154.9555206,0.1,Hawaii,HI472,Hawaii Fire Dept,NA
9/22/05,22,9,2005,21.4501019,-158.1827393,0.1,Oahu,OA1142,Honolulu Fire Dept,NA
9/22/05,22,9,2005,21.5872173,-158.1117706,0.1,Oahu,OA2767,Honolulu Fire Dept,NA
9/23/05,23,9,2005,21.6977329,-157.9915771,0.1,Oahu,OA4945,Honolulu Fire Dept,NA
9/23/05,23,9,2005,21.384058,-157.9461823,0.2,Oahu,OA5291,Honolulu Fire Dept,NA
9/25/05,25,9,2005,21.3787308,-158.1423035,1,Oahu,OA2362,Honolulu Fire Dept,NA
9/25/05,25,9,2005,21.2949505,-157.8115692,0.1,Oahu,OA6344,Honolulu Fire Dept,NA
9/25/05,25,9,2005,21.9503441,-159.6652679,1,Kauai,KA44,Kauai Fire Dept,NA
9/26/05,26,9,2005,20.9089031,-156.3486481,0,Maui,MA420,Maui Fire Dept,NA
9/26/05,26,9,2005,21.3799057,-158.1435852,0.1,Oahu,OA2340,Honolulu Fire Dept,NA
9/26/05,26,9,2005,21.5108643,-158.0205536,0,Oahu,OA4291,Honolulu Fire Dept,NA
9/27/05,27,9,2005,21.3281975,-157.8872528,0.5,Oahu,OA5639,Honolulu Fire Dept,NA
9/28/05,28,9,2005,21.3573151,-158.130249,0.3,Oahu,OA2538,Honolulu Fire Dept,NA
9/29/05,29,9,2005,19.9241886,-155.7935028,20,Hawaii,HI1079,Hawaii Fire Dept,NA
9/29/05,29,9,2005,20.889843,-156.6726685,125,Maui,MA676,Maui Fire Dept,NA
9/29/05,29,9,2005,21.4262733,-158.1756744,0.1,Oahu,OA1355,Honolulu Fire Dept,NA
9/29/05,29,9,2005,21.3799057,-158.1435852,0.1,Oahu,OA2341,Honolulu Fire Dept,NA
9/30/05,30,9,2005,20.0758533,-155.8445435,0.1,Hawaii,HI1181,Hawaii Fire Dept,NA
9/30/05,30,9,2005,20.8901463,-156.6719971,0,Maui,MA670,Maui Fire Dept,NA
9/30/05,30,9,2005,21.4528484,-158.1951447,0.1,Oahu,OA695,Honolulu Fire Dept,NA
10/1/05,1,10,2005,19.8410645,-155.9225159,0.1,Hawaii,HI1271,Hawaii Fire Dept,NA
10/1/05,1,10,2005,20.8726692,-156.4747009,0,Maui,MA979,Maui Fire Dept,NA
10/1/05,1,10,2005,21.3105354,-158.0934296,0.1,Oahu,OA2928,Honolulu Fire Dept,NA
10/1/05,1,10,2005,21.3725758,-158.0332031,0.1,Oahu,OA3771,Honolulu Fire Dept,NA
10/1/05,1,10,2005,21.4642639,-158.212616,0.1,Oahu,OA390,Honolulu Fire Dept,NA
10/2/05,2,10,2005,19.1991367,-155.4798889,0.1,Hawaii,HI790,Hawaii Fire Dept,NA
10/2/05,2,10,2005,21.4383965,-158.1819611,0.1,Oahu,OA1154,Honolulu Fire Dept,NA
10/3/05,3,10,2005,21.4222145,-158.1637878,0.2,Oahu,OA1789,Honolulu Fire Dept,NA
10/3/05,3,10,2005,21.4796257,-158.2248535,10,Oahu,OA248,Honolulu Fire Dept,NA
10/5/05,5,10,2005,20.8912354,-156.6670837,0,Maui,MA650,Maui Fire Dept,NA
10/6/05,6,10,2005,21.3295841,-158.0714417,0.5,Oahu,OA3255,Honolulu Fire Dept,NA
10/6/05,6,10,2005,21.3068199,-158.0276794,0.1,Oahu,OA4019,Honolulu Fire Dept,NA
10/6/05,6,10,2005,21.384922,-157.9936371,0.5,Oahu,OA4912,Honolulu Fire Dept,NA
10/7/05,7,10,2005,21.4576511,-158.1979675,0.1,Oahu,OA651,Honolulu Fire Dept,NA
10/7/05,7,10,2005,21.3538513,-157.7077484,0.1,Oahu,OA6777,Honolulu Fire Dept,NA
10/8/05,8,10,2005,21.4348602,-158.1845703,0.1,Oahu,OA1082,Honolulu Fire Dept,NA
10/8/05,8,10,2005,21.3699799,-158.1360779,0.1,Oahu,OA2446,Honolulu Fire Dept,NA
10/8/05,8,10,2005,21.4825325,-158.2024384,0.1,Oahu,OA555,Honolulu Fire Dept,NA
10/8/05,8,10,2005,21.4828682,-158.201889,50,Oahu,OA572,Honolulu Fire Dept,NA
10/10/05,10,10,2005,21.4689198,-158.2155151,0.1,Oahu,OA353,Honolulu Fire Dept,NA
10/12/05,12,10,2005,20.6464157,-156.4334869,0,Maui,MA1841,Maui Fire Dept,NA
10/12/05,12,10,2005,21.3898468,-158.1535645,0.1,Oahu,OA2036,Honolulu Fire Dept,NA
10/12/05,12,10,2005,22.0710964,-159.6622009,0.1,Kauai,KA51,Kauai Fire Dept,NA
10/13/05,13,10,2005,20.0217609,-155.7735748,0.1,Hawaii,HI1010,Hawaii Fire Dept,NA
10/13/05,13,10,2005,20.7174282,-156.4431152,0,Maui,MA1763,Maui Fire Dept,NA
10/13/05,13,10,2005,20.7168484,-156.4424591,15,Maui,MA1765,Maui Fire Dept,NA
10/13/05,13,10,2005,21.3869724,-158.1370239,0.1,Oahu,OA2432,Honolulu Fire Dept,NA
10/13/05,13,10,2005,21.4559193,-158.196167,0.1,Oahu,OA693,Honolulu Fire Dept,NA
10/14/05,14,10,2005,19.9916859,-155.817688,6,Hawaii,HI1109,Hawaii Fire Dept,NA
10/14/05,14,10,2005,19.5547161,-154.9603119,0.1,Hawaii,HI476,Hawaii Fire Dept,NA
10/14/05,14,10,2005,21.3446579,-158.0395966,5,Oahu,OA3613,Honolulu Fire Dept,NA
10/14/05,14,10,2005,21.3896427,-157.9944,0.5,Oahu,OA4869,Honolulu Fire Dept,NA
10/14/05,14,10,2005,21.2825527,-157.8343353,0.1,Oahu,OA6155,Honolulu Fire Dept,NA
10/15/05,15,10,2005,19.6416531,-155.9907532,0.1,Hawaii,HI1364,Hawaii Fire Dept,NA
10/15/05,15,10,2005,20.0216827,-155.6832275,0.1,Hawaii,HI919,Hawaii Fire Dept,NA
10/16/05,16,10,2005,20.7707443,-156.4505768,6,Maui,MA1556,Maui Fire Dept,NA
10/16/05,16,10,2005,21.9954529,-159.3470154,1,Kauai,KA236,Kauai Fire Dept,NA
10/17/05,17,10,2005,21.3862553,-158.1389008,0.1,Oahu,OA2416,Honolulu Fire Dept,NA
10/17/05,17,10,2005,21.3448181,-158.0329285,0.1,Oahu,OA3793,Honolulu Fire Dept,NA
10/18/05,18,10,2005,21.4509411,-158.1803741,0.1,Oahu,OA1198,Honolulu Fire Dept,NA
10/18/05,18,10,2005,21.4505272,-158.191925,0.1,Oahu,OA764,Honolulu Fire Dept,NA
10/18/05,18,10,2005,21.4516335,-158.1879272,0.1,Oahu,OA938,Honolulu Fire Dept,NA
10/20/05,20,10,2005,20.7305756,-156.3223267,0,Maui,MA1730,Maui Fire Dept,NA
10/23/05,23,10,2005,21.3363857,-158.108078,2,Oahu,OA2793,Honolulu Fire Dept,NA
10/24/05,24,10,2005,19.3634529,-155.8774872,1,Hawaii,HI1209,Hawaii Fire Dept,NA
10/24/05,24,10,2005,20.8881683,-156.6553345,200,Maui,MA707,Maui Fire Dept,NA
10/24/05,24,10,2005,21.0939198,-157.01828,0.1,Maui,MA83,Maui Fire Dept,NA
10/27/05,27,10,2005,20.0232048,-155.7629547,0.1,Hawaii,HI993,Hawaii Fire Dept,NA
10/27/05,27,10,2005,21.3799057,-158.1435852,0.1,Oahu,OA2342,Honolulu Fire Dept,NA
10/27/05,27,10,2005,21.3840275,-158.1419983,0.5,Oahu,OA2387,Honolulu Fire Dept,NA
10/29/05,29,10,2005,19.7857132,-155.9114227,35,Hawaii,HI1259,Hawaii Div. of Forestry & Wildlife,NA
10/29/05,29,10,2005,20.8876705,-156.6513824,0,Maui,MA719,Maui Fire Dept,NA
10/29/05,29,10,2005,21.4092789,-158.146347,0.1,Oahu,OA2284,Honolulu Fire Dept,NA
10/29/05,29,10,2005,21.4547596,-158.1977997,0.5,Oahu,OA664,Honolulu Fire Dept,NA
10/30/05,30,10,2005,20.001833,-155.8243256,0.1,Hawaii,HI1128,Hawaii Fire Dept,NA
10/30/05,30,10,2005,21.4525547,-158.1889191,0.2,Oahu,OA872,Honolulu Fire Dept,NA
10/31/05,31,10,2005,21.3477554,-158.0271301,1,Oahu,OA4071,Honolulu Fire Dept,NA
11/1/05,1,11,2005,21.4545307,-158.1941223,0.4,Oahu,OA739,Honolulu Fire Dept,NA
11/2/05,2,11,2005,21.3555565,-158.1291656,0.5,Oahu,OA2600,Honolulu Fire Dept,NA
11/2/05,2,11,2005,21.4779663,-158.2176666,0.2,Oahu,OA334,Honolulu Fire Dept,NA
11/2/05,2,11,2005,21.4566269,-158.1946869,0.2,Oahu,OA727,Honolulu Fire Dept,NA
11/3/05,3,11,2005,20.8035297,-156.2744598,2,Maui,MA1395,Maui Fire Dept,NA
11/3/05,3,11,2005,21.4825325,-158.2024384,0.1,Oahu,OA556,Honolulu Fire Dept,NA
11/3/05,3,11,2005,21.4568272,-158.2006836,0.2,Oahu,OA584,Honolulu Fire Dept,NA
11/4/05,4,11,2005,20.8310394,-156.5165863,0,Maui,MA1286,Maui Fire Dept,NA
11/4/05,4,11,2005,21.4492378,-158.1903381,0.5,Oahu,OA826,Honolulu Fire Dept,NA
11/5/05,5,11,2005,21.2846355,-157.8357086,0.1,Oahu,OA6141,Honolulu Fire Dept,NA
11/6/05,6,11,2005,19.9868336,-155.8244019,5,Hawaii,HI1129,Hawaii Fire Dept,NA
11/6/05,6,11,2005,21.3873138,-158.1302643,0.1,Oahu,OA2526,Honolulu Fire Dept,NA
11/6/05,6,11,2005,21.9160557,-159.5063934,0.1,Kauai,KA113,Kauai Fire Dept,NA
11/7/05,7,11,2005,20.7822266,-156.4598389,4,Maui,MA1490,Maui Fire Dept,NA
11/7/05,7,11,2005,20.8932991,-156.4903564,0,Maui,MA617,Maui Fire Dept,NA
11/8/05,8,11,2005,21.3068199,-158.0276794,0.1,Oahu,OA4020,Honolulu Fire Dept,NA
11/9/05,9,11,2005,19.7412281,-155.9755249,0.1,Hawaii,HI1310,Hawaii Fire Dept,NA
11/9/05,9,11,2005,21.3967438,-158.1631927,0.1,Oahu,OA1814,Honolulu Fire Dept,NA
11/9/05,9,11,2005,21.3873138,-158.1302643,1,Oahu,OA2527,Honolulu Fire Dept,NA
11/10/05,10,11,2005,20.019289,-155.7873383,0.5,Hawaii,HI1044,Hawaii Fire Dept,NA
11/10/05,10,11,2005,20.892662,-156.4900818,0,Maui,MA632,Maui Fire Dept,NA
11/11/05,11,11,2005,20.8875618,-156.6563263,0,Maui,MA721,Maui Fire Dept,NA
11/12/05,12,11,2005,21.4051533,-158.1495514,0.5,Oahu,OA2202,Honolulu Fire Dept,NA
11/12/05,12,11,2005,21.3354301,-158.0806274,0.2,Oahu,OA3100,Honolulu Fire Dept,NA
11/13/05,13,11,2005,21.4262733,-158.1756744,0.1,Oahu,OA1356,Honolulu Fire Dept,NA
11/13/05,13,11,2005,21.9139366,-159.5850525,0.1,Kauai,KA70,Kauai Fire Dept,NA
11/14/05,14,11,2005,20.0709305,-155.4524536,0.1,Hawaii,HI741,Hawaii Fire Dept,NA
11/14/05,14,11,2005,21.4129124,-158.1512756,0.1,Oahu,OA2122,Honolulu Fire Dept,NA
11/16/05,16,11,2005,19.8507919,-155.6460419,0.1,Hawaii,HI889,Hawaii Fire Dept,NA
11/17/05,17,11,2005,21.9125175,-159.5843506,0.1,Kauai,KA77,Kauai Fire Dept,NA
11/18/05,18,11,2005,21.3873138,-158.1302643,0.1,Oahu,OA2528,Honolulu Fire Dept,NA
11/18/05,18,11,2005,21.4568272,-158.2006836,0.5,Oahu,OA585,Honolulu Fire Dept,NA
11/18/05,18,11,2005,21.2751617,-157.8183594,0.1,Oahu,OA6294,Honolulu Fire Dept,NA
11/21/05,21,11,2005,20.9167137,-156.3806152,0,Maui,MA354,Maui Fire Dept,NA
11/22/05,22,11,2005,19.6699352,-156.0010834,0.1,Hawaii,HI1398,Hawaii Fire Dept,NA
11/22/05,22,11,2005,21.3300037,-157.848053,0.1,Oahu,OA6005,Honolulu Fire Dept,NA
11/24/05,24,11,2005,19.0382214,-155.625885,0.5,Hawaii,HI864,Hawaii Fire Dept,NA
11/26/05,26,11,2005,20.0793304,-155.4642181,0.1,Hawaii,HI750,Hawaii Fire Dept,NA
11/28/05,28,11,2005,19.6175938,-155.9838715,3,Hawaii,HI1326,Hawaii Fire Dept,NA
12/2/05,2,12,2005,19.7214336,-156.0197601,0.5,Hawaii,HI1432,Hawaii Fire Dept,NA
12/2/05,2,12,2005,21.3967438,-158.1631927,0.1,Oahu,OA1815,Honolulu Fire Dept,NA
12/2/05,2,12,2005,21.4627571,-158.2041473,0.3,Oahu,OA531,Honolulu Fire Dept,NA
12/2/05,2,12,2005,21.9795952,-159.3549042,0.1,Kauai,KA219,Kauai Fire Dept,NA
12/2/05,2,12,2005,22.2196674,-159.5849152,0.1,Kauai,KA74,Kauai Fire Dept,NA
12/2/05,2,12,2005,21.910902,-159.5336914,1,Kauai,KA97,Kauai Fire Dept,NA
12/5/05,5,12,2005,21.4605579,-158.1722565,0.2,Oahu,OA1611,Honolulu Fire Dept,NA
12/6/05,6,12,2005,19.6179199,-155.984024,1,Hawaii,HI1328,Hawaii Fire Dept,NA
12/6/05,6,12,2005,20.7257614,-156.3419952,0,Maui,MA1745,Maui Fire Dept,NA
12/7/05,7,12,2005,21.3412552,-157.8728333,1,Oahu,OA5737,Honolulu Fire Dept,NA
12/9/05,9,12,2005,19.978075,-155.8261261,1.5,Hawaii,HI1141,Hawaii Fire Dept,NA
12/9/05,9,12,2005,21.3012009,-158.0867767,2,Oahu,OA3010,Honolulu Fire Dept,NA
12/10/05,10,12,2005,20.8792458,-156.6711121,3,Maui,MA860,Maui Fire Dept,NA
12/10/05,10,12,2005,21.3453884,-158.0321198,0.1,Oahu,OA3827,Honolulu Fire Dept,NA
12/11/05,11,12,2005,21.3885059,-158.1410828,5,Oahu,OA2394,Honolulu Fire Dept,NA
12/11/05,11,12,2005,21.3216228,-157.9801636,1,Oahu,OA5037,Honolulu Fire Dept,NA
12/12/05,12,12,2005,19.6351471,-155.9839325,25,Hawaii,HI1327,Hawaii Fire Dept,NA
12/12/05,12,12,2005,19.1976776,-155.4785004,0.5,Hawaii,HI783,Hawaii Fire Dept,NA
12/13/05,13,12,2005,21.3907986,-158.1325226,1,Oahu,OA2474,Honolulu Fire Dept,NA
12/13/05,13,12,2005,21.9607201,-159.3547974,0.1,Kauai,KA220,Kauai Fire Dept,NA
12/15/05,15,12,2005,21.3840275,-158.1419983,1.5,Oahu,OA2388,Honolulu Fire Dept,NA
12/15/05,15,12,2005,21.3873138,-158.1302643,1,Oahu,OA2529,Honolulu Fire Dept,NA
12/15/05,15,12,2005,21.4020023,-157.9737091,1,Oahu,OA5087,Honolulu Fire Dept,NA
12/15/05,15,12,2005,21.3301468,-157.8738403,0.2,Oahu,OA5728,Honolulu Fire Dept,NA
12/15/05,15,12,2005,21.9578552,-159.3609924,0.1,Kauai,KA207,Kauai Fire Dept,NA
12/16/05,16,12,2005,21.4774055,-157.9850006,0.2,Oahu,OA5014,Honolulu Fire Dept,NA
12/17/05,17,12,2005,21.5105591,-158.0218964,5,Oahu,OA4266,Honolulu Fire Dept,NA
12/18/05,18,12,2005,20.0809841,-155.4776459,0.3,Hawaii,HI775,Hawaii Fire Dept,NA
12/18/05,18,12,2005,20.8911991,-156.4940796,0,Maui,MA651,Maui Fire Dept,NA
12/18/05,18,12,2005,21.5742874,-158.1070404,0.1,Oahu,OA2804,Honolulu Fire Dept,NA
12/18/05,18,12,2005,21.3293076,-157.8637695,0.1,Oahu,OA5836,Honolulu Fire Dept,NA
12/18/05,18,12,2005,22.2212753,-159.5490875,0.1,Kauai,KA93,Kauai Fire Dept,NA
12/19/05,19,12,2005,19.5676537,-155.9556732,1,Hawaii,HI1292,Hawaii Fire Dept,NA
12/19/05,19,12,2005,19.5994701,-154.9419556,0.1,Hawaii,HI458,Hawaii Fire Dept,NA
12/19/05,19,12,2005,21.3256245,-158.0883636,0.1,Oahu,OA2984,Honolulu Fire Dept,NA
12/19/05,19,12,2005,21.513525,-158.0187378,2,Oahu,OA4341,Honolulu Fire Dept,NA
12/20/05,20,12,2005,21.3352528,-157.7014313,0.2,Oahu,OA6807,Honolulu Fire Dept,NA
12/21/05,21,12,2005,20.0218563,-155.8219604,0.1,Hawaii,HI1119,Hawaii Fire Dept,NA
12/21/05,21,12,2005,19.5641994,-155.9425659,0.1,Hawaii,HI1280,Hawaii Fire Dept,NA
12/21/05,21,12,2005,21.3799057,-158.1435852,0.5,Oahu,OA2343,Honolulu Fire Dept,NA
12/21/05,21,12,2005,22.154747,-159.3060455,0.1,Kauai,KA302,Kauai Fire Dept,NA
12/22/05,22,12,2005,19.6092281,-155.9757538,1,Hawaii,HI1312,Hawaii Fire Dept,NA
12/22/05,22,12,2005,21.4304562,-158.1747437,0.1,Oahu,OA1453,Honolulu Fire Dept,NA
12/22/05,22,12,2005,21.4530182,-157.9899445,1,Oahu,OA4970,Honolulu Fire Dept,NA
12/22/05,22,12,2005,21.3907719,-157.9499054,0.1,Oahu,OA5274,Honolulu Fire Dept,NA
12/22/05,22,12,2005,21.9803276,-159.3526459,1,Kauai,KA186,Kauai Fire Dept,NA
12/23/05,23,12,2005,21.5136299,-158.0191498,1,Oahu,OA4326,Honolulu Fire Dept,NA
12/23/05,23,12,2005,21.4414539,-158.1872711,0.4,Oahu,OA959,Honolulu Fire Dept,NA
12/24/05,24,12,2005,21.5814762,-158.1399078,0.1,Oahu,OA2407,Honolulu Fire Dept,NA
12/24/05,24,12,2005,21.3448181,-158.0329285,0.1,Oahu,OA3794,Honolulu Fire Dept,NA
12/24/05,24,12,2005,21.4971504,-158.0298615,0.1,Oahu,OA3928,Honolulu Fire Dept,NA
12/24/05,24,12,2005,21.4930019,-158.0285187,0.1,Oahu,OA3980,Honolulu Fire Dept,NA
12/25/05,25,12,2005,19.6705914,-155.9944763,1,Hawaii,HI1377,Hawaii Fire Dept,NA
12/25/05,25,12,2005,21.9297943,-159.5258026,0.1,Kauai,KA101,Kauai Fire Dept,NA
12/25/05,25,12,2005,21.9868813,-159.3627777,5,Kauai,KA199,Kauai Fire Dept,NA
12/26/05,26,12,2005,21.3448181,-158.0329285,0.1,Oahu,OA3795,Honolulu Fire Dept,NA
12/27/05,27,12,2005,19.5352077,-154.9700165,1,Hawaii,HI488,Hawaii Fire Dept,NA
12/27/05,27,12,2005,21.3150196,-158.0817413,0.5,Oahu,OA3087,Honolulu Fire Dept,NA
12/27/05,27,12,2005,21.3219204,-158.016098,0.1,Oahu,OA4418,Honolulu Fire Dept,NA
12/27/05,27,12,2005,21.3667126,-157.9331818,0.1,Oahu,OA5401,Honolulu Fire Dept,NA
12/27/05,27,12,2005,21.9000893,-159.4674225,0.1,Kauai,KA125,Kauai Fire Dept,NA
12/27/05,27,12,2005,22.2044144,-159.3773804,3.5,Kauai,KA169,Kauai Fire Dept,NA
12/27/05,27,12,2005,22.0508575,-159.6585846,0.1,Kauai,KA58,Kauai Fire Dept,NA
12/28/05,28,12,2005,20.01618,-155.6566162,0.1,Hawaii,HI895,Hawaii Fire Dept,NA
12/28/05,28,12,2005,20.8305206,-156.9264526,0,Maui,MA1290,Maui Fire Dept,NA
12/28/05,28,12,2005,21.3305416,-158.0852661,0.5,Oahu,OA3035,Honolulu Fire Dept,NA
12/28/05,28,12,2005,21.3421783,-158.031662,1,Oahu,OA3848,Honolulu Fire Dept,NA
12/28/05,28,12,2005,21.3842716,-158.026474,0.1,Oahu,OA4105,Honolulu Fire Dept,NA
12/28/05,28,12,2005,21.3854485,-158.0079193,0.2,Oahu,OA4633,Honolulu Fire Dept,NA
12/28/05,28,12,2005,21.652092,-157.9295502,0.1,Oahu,OA5426,Honolulu Fire Dept,NA
12/28/05,28,12,2005,21.3791409,-157.8127289,0.1,Oahu,OA6337,Honolulu Fire Dept,NA
12/28/05,28,12,2005,21.2934475,-157.6616821,0.1,Oahu,OA6931,Honolulu Fire Dept,NA
12/28/05,28,12,2005,22.0468884,-159.3542328,0.1,Kauai,KA12,Kauai Fire Dept,NA
12/29/05,29,12,2005,19.5873299,-155.0020752,0.3,Hawaii,HI509,Hawaii Fire Dept,NA
12/29/05,29,12,2005,21.4239941,-158.177948,0.3,Oahu,OA1246,Honolulu Fire Dept,NA
12/29/05,29,12,2005,21.3856049,-158.0074615,0.2,Oahu,OA4649,Honolulu Fire Dept,NA
12/29/05,29,12,2005,21.4567013,-157.849762,0.1,Oahu,OA5997,Honolulu Fire Dept,NA
12/29/05,29,12,2005,21.4528484,-158.1951447,0.1,Oahu,OA696,Honolulu Fire Dept,NA
12/29/05,29,12,2005,21.4566669,-158.1944122,0.2,Oahu,OA733,Honolulu Fire Dept,NA
12/30/05,30,12,2005,19.4938202,-155.8950348,1,Hawaii,HI1242,Hawaii Fire Dept,NA
12/30/05,30,12,2005,19.4933414,-155.89534,0.2,Hawaii,HI1244,Hawaii Fire Dept,NA
12/30/05,30,12,2005,19.6336536,-155.055954,0.1,Hawaii,HI557,Hawaii Fire Dept,NA
12/30/05,30,12,2005,19.722887,-155.089386,0.1,Hawaii,HI612,Hawaii Fire Dept,NA
12/30/05,30,12,2005,19.4259548,-155.2084961,0.1,Hawaii,HI690,Hawaii Fire Dept,NA
